                [STATISTICS]
        most to least similar:
1673 belarusian_gaelic : 0.521295
1674 galician_malay : 0.521211
1675 belarusian_finnish : 0.521203
1676 greek_malay : 0.521099
1677 latvian_malay : 0.521029
1678 japanese_occitan : 0.520895
1679 indonesian_lingala : 0.520883
1680 croatian_malay : 0.520573
1681 afrikaans_lingala : 0.520544
1682 bulgarian_japanese : 0.520446
1683 croatian_burmese : 0.520312
1684 malay_dutch : 0.520280
1685 burmese_punjabi : 0.520073
1686 malay_norwegian : 0.519933
1687 arabic_icelandic : 0.519828
1688 bashkir_burmese : 0.519688
1689 lingala_malay : 0.519479
1690 danish_burmese : 0.519401
1691 arabic_nepali : 0.519320
1692 japanese_norwegian : 0.519235
1693 afrikaans_cebuano : 0.519200
1694 cebuano_malayalam : 0.519167
1695 cebuano_korean : 0.519099
1696 asturian_japanese : 0.518993
1697 belarusian_english : 0.518932
1698 japanese_malagasy : 0.518791
1699 japanese_polish : 0.518674
1700 cebuano_dutch : 0.518242
1701 bengali_japanese : 0.517984
1702 hindi_japanese : 0.517980
1703 arabic_burmese : 0.517931
1704 indonesian_japanese : 0.517509
1705 persian_malay : 0.517337
1706 azerbaijani_burmese : 0.517309
1707 burmese_polish : 0.517072
1708 malay_burmese : 0.516996
1709 indonesian_marathi : 0.516578
1710 amharic_burmese : 0.516524
1711 french_japanese : 0.515792
1712 japanese_lithuanian : 0.515670
1713 spanish_japanese : 0.515437
1714 belarusian_welsh : 0.515386
1715 icelandic_japanese : 0.515263
1716 indonesian_malay : 0.515050
1717 armenian_malay : 0.514761
1718 belarusian_japanese : 0.514573
1719 afrikaans_malay : 0.514496
1720 asturian_malay : 0.514472
1721 belarusian_french : 0.514299
1722 spanish_malay : 0.514048
1723 greek_burmese : 0.513921
1724 belarusian_indonesian : 0.513885
1725 czech_japanese : 0.513771
1726 cebuano_kannada : 0.513444
1727 bengali_javanese : 0.513370
1728 arabic_lithuanian : 0.513346
1729 arabic_croatian : 0.513333
1730 malay_nepali : 0.513205
1731 haitian_burmese : 0.512915
1732 belarusian_malay : 0.512809
1733 arabic_bulgarian : 0.512802
1734 persian_japanese : 0.512760
1735 arabic_macedonian : 0.512555
1736 arabic_indonesian : 0.512528
1737 asturian_burmese : 0.512505
1738 arabic_lingala : 0.512455
1739 cebuano_gujarati : 0.511956
1740 bashkir_malay : 0.511836
1741 danish_malay : 0.511774
1742 kannada_burmese : 0.511286
1743 arabic_spanish : 0.511213
1744 bulgarian_burmese : 0.511084
1745 arabic_danish : 0.511058
1746 french_malay : 0.510929
1747 catalan_malay : 0.510925
1748 japanese_georgian : 0.510872
1749 arabic_latvian : 0.510499
1750 catalan_burmese : 0.510470
1751 danish_japanese : 0.510393
1752 gaelic_japanese : 0.510105
1753 bengali_cebuano : 0.510077
1754 arabic_catalan : 0.510029
1755 belarusian_frisian : 0.509834
1756 cebuano_malay : 0.509439
1757 estonian_burmese : 0.509185
1758 breton_japanese : 0.509177
1759 lingala_burmese : 0.508855
1760 japanese_khmer : 0.508546
1761 malayalam_malay : 0.507829
1762 arabic_malay : 0.507554
1763 japanese_dutch : 0.507428
1764 finnish_japanese : 0.507380
1765 german_japanese : 0.507204
1766 french_burmese : 0.506974
1767 breton_malay : 0.506295
1768 burmese_occitan : 0.506289
1769 italian_japanese : 0.505930
1770 hungarian_malay : 0.505668
1771 macedonian_malay : 0.504689
1772 haitian_japanese : 0.504676
1773 belarusian_malagasy : 0.503393
1774 czech_malay : 0.503271
1775 breton_english : 0.503211
1776 arabic_javanese : 0.502601
1777 amharic_arabic : 0.502457
1778 arabic_polish : 0.502419
1779 arabic_azerbaijani : 0.502210
1780 japanese_lingala : 0.501703
1781 amharic_cebuano : 0.501087
1782 arabic_persian : 0.501062
1783 japanese_kannada : 0.500900
1784 irish_burmese : 0.500814
1785 bengali_lingala : 0.500801
1786 japanese_malay : 0.500282
1787 arabic_english : 0.500039
1788 arabic_georgian : 0.499647
1789 arabic_kannada : 0.499526
1790 arabic_french : 0.499355
1791 arabic_norwegian : 0.499165
1792 belarusian_burmese : 0.499098
1793 arabic_asturian : 0.498604
1794 irish_japanese : 0.498566
1795 arabic_galician : 0.498510
1796 belarusian_danish : 0.498314
1797 hebrew_japanese : 0.498158
1798 welsh_japanese : 0.498072
1799 arabic_haitian : 0.497405
1800 gaelic_burmese : 0.496221
1801 azerbaijani_malay : 0.495837
1802 cebuano_occitan : 0.495449
1803 arabic_german : 0.493855
1804 afrikaans_arabic : 0.493419
1805 arabic_bengali : 0.492996
1806 arabic_occitan : 0.492172
1807 belarusian_cebuano : 0.491565
1808 arabic_gaelic : 0.490690
1809 arabic_czech : 0.490320
1810 arabic_breton : 0.488194
1811 arabic_hungarian : 0.488038
1812 arabic_italian : 0.487008
1813 english_japanese : 0.486683
1814 belarusian_norwegian : 0.485593
1815 arabic_iloko : 0.485260
1816 arabic_dutch : 0.483026
1817 persian_burmese : 0.482266
1818 arabic_frisian : 0.481261
1819 arabic_mongolian : 0.480026
1820 arabic_estonian : 0.478895
1821 arabic_finnish : 0.477716
1822 cebuano_hungarian : 0.475308
1823 bashkir_japanese : 0.474789
1824 arabic_irish : 0.471405
1825 arabic_malagasy : 0.470260
1826 cebuano_german : 0.469782
1827 arabic_bashkir : 0.466391
1828 arabic_welsh : 0.461561
1829 arabic_hebrew : 0.459409
        average similarity:
0 malay : 1.118198
1 italian : 0.635393
2 galician : 0.628562
3 polish : 0.624177
4 macedonian : 0.621354
5 spanish : 0.620905
6 dutch : 0.620890
7 bulgarian : 0.617604
8 french : 0.614965
9 estonian : 0.614412
10 asturian : 0.612313
11 welsh : 0.611680
12 finnish : 0.610720
13 malagasy : 0.610297
14 irish : 0.609825
15 czech : 0.609581
16 norwegian : 0.608717
17 hindi : 0.608013
18 hungarian : 0.607542
19 catalan : 0.606577
20 latvian : 0.606025
21 german : 0.605955
22 lithuanian : 0.603927
23 danish : 0.603794
24 iloko : 0.603274
25 croatian : 0.603215
26 azerbaijani : 0.602868
27 occitan : 0.602649
28 afrikaans : 0.601767
29 malayalam : 0.601454
30 nepali : 0.600094
31 gaelic : 0.596875
32 frisian : 0.596071
33 icelandic : 0.594704
34 persian : 0.593351
35 bashkir : 0.592556
36 marathi : 0.592346
37 punjabi : 0.590659
38 haitian : 0.589852
39 english : 0.589848
40 hebrew : 0.589363
41 gujarati : 0.589195
42 greek : 0.585128
43 hausa : 0.583936
44 mongolian : 0.582851
45 indonesian : 0.582305
46 bengali : 0.581922
47 georgian : 0.580709
48 armenian : 0.578297
49 breton : 0.577188
50 javanese : 0.569362
51 amharic : 0.568436
52 korean : 0.563693
53 khmer : 0.563224
54 kannada : 0.557536
55 lingala : 0.548960
56 cebuano : 0.538319
57 belarusian : 0.537836
58 burmese : 0.529207
59 japanese : 0.519662
60 arabic : 0.504149
        most similar to each language:
0 danish->norwegian : 0.816803
1 norwegian->danish : 0.816803
2 asturian->spanish : 0.805705
3 spanish->asturian : 0.805705
4 irish->gaelic : 0.790897
5 gaelic->irish : 0.790897
6 galician->spanish : 0.788984
7 afrikaans->dutch : 0.788882
8 dutch->afrikaans : 0.788882
9 bulgarian->macedonian : 0.781614
10 macedonian->bulgarian : 0.781614
11 catalan->occitan : 0.773263
12 occitan->catalan : 0.773263
13 italian->galician : 0.756547
14 french->italian : 0.737899
15 lithuanian->latvian : 0.720253
16 latvian->lithuanian : 0.720253
17 czech->polish : 0.718017
18 polish->czech : 0.718017
19 german->dutch : 0.715965
20 estonian->finnish : 0.714081
21 finnish->estonian : 0.714081
22 hungarian->galician : 0.699898
23 hindi->marathi : 0.698126
24 marathi->hindi : 0.698126
25 croatian->czech : 0.697881
26 english->dutch : 0.694964
27 welsh->italian : 0.693319
28 gujarati->hindi : 0.692507
29 frisian->dutch : 0.686383
30 bashkir->estonian : 0.678279
31 malagasy->estonian : 0.676082
32 iloko->italian : 0.674830
33 persian->macedonian : 0.673292
34 haitian->french : 0.671396
35 punjabi->hindi : 0.670974
36 azerbaijani->czech : 0.663193
37 malayalam->dutch : 0.661486
38 malay->alamdutch : 0.661486
39 nepali->polish : 0.658724
40 hebrew->welsh : 0.657799
41 indonesian->iloko : 0.654986
42 icelandic->danish : 0.652403
43 hausa->italian : 0.643553
44 greek->polish : 0.643299
45 javanese->indonesian : 0.642048
46 breton->welsh : 0.640935
47 armenian->galician : 0.637093
48 bengali->marathi : 0.631170
49 mongolian->welsh : 0.627074
50 georgian->malayalam : 0.626047
51 korean->marathi : 0.620776
52 amharic->polish : 0.617053
53 khmer->hungarian : 0.605425
54 kannada->irish : 0.600298
55 belarusian->persian : 0.591721
56 lingala->gaelic : 0.586582
57 cebuano->iloko : 0.583596
58 japanese->marathi : 0.564951
59 burmese->german : 0.561389
60 arabic->korean : 0.550701
elapsed time:  0.0 hours 29.0 mins 22.8 seconds
